OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,REGION,OS_ID,GDB_GEOMATTR_DATA
502,VFW Parkway II,City of Boston,A97,3,West Roxbury,0.64656848, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Ground Maintenance,343,
503,Carroll Pond Playground,City of Boston,A97/WPA,3,West Roxbury,0.48428662, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,PARK_Maintenance_Ground Maintenance,042,
504,O'Donnell Square,City of Boston,A97,1,Dorchester,0.06098479, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 2,220,
505,Grove Street Cemetery,Private, ,4,West Roxbury,25.38168175, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,INFO_Reallocation From Dept,7191,
506,King's Chapel Burying Ground,City of Boston,A97/NRHP,4,Central Boston,0.43176542,Adjacent to 58 Tremont Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,PARK_Cemetery Maintenance Request,171,
507,Blue Hill Club Recreation Center,City of Boston,A97,3,Dorchester,3.04202852,15 Talbot Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,Private,X,X,Berkshire Partners Blue Hill Club (Boys & Girls Club),Trust Office,INFO_Reallocation From Dept,2130,
508,Columbia Road/Day Boulevard,Commonwealth of Massachusetts,A97,2,South Boston,16.85070443, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,DCR,INFO_Reallocation From Dept,3108,
509,Columbia Park,City of Boston,A97,3,South Boston,0.33933352,"Columbia Road, Farragut Road, East Sixth Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,McGrail Memorial,BPRD,PARK_Maintenance_Ground Maintenance,332,
510,Bellevue Street Green,City of Boston, ,1,West Roxbury,0.11772279,Bellevue St btwn Robin St and Bellevue Hill Rd,Residential District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,INFO_Reallocation From Dept,2135,
511,Walnut Park,City of Boston,A97,1,Roxbury,0.06010444,Walnut Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,NULL,BPRD,PARK_Maintenance_Region 5,347,
512,Mirabella Pool,City of Boston,A97/Ch91/WPA,3,Central Boston,1.36211167,475 Commercial Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,BCYF,X,L,North End Beach,BCYF,INFO_Reallocation From Dept,2137,
513,Theresa Hynes Park Access Easement,Private,A97/CR,3,Allston-Brighton,0.02090878,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X, ,BCC,INFO_Reallocation From Dept,1032,
514,Union Park,City of Boston,A97,3,South End,0.36843561,24P Union Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 6,351,
515,Blake Estates Urban Wild II,Private,A97/CR/WPA,6,Hyde Park,0.35358998,1344 Hyde Park Avenue,Residential District,Urban Wilds,BCC,Private,X,N,"Allis Chalmers UW, Area 2",BCC,INFO_Reallocation From Dept,1033,
516,Stony Brook Reservation CR,Private,A97,3,Hyde Park,2.55650047,114 Gordon Avenue,Residential District,"Parkways, Reservations & Beaches",DCR,Private,X,N, ,DCR,INFO_Reallocation From Dept,7192,
517,Rink Grounds,Commonwealth of Massachusetts,A97,3,Dorchester,2.52599648,995 Morrissey Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR+BPRD,X,X, ,DCR,INFO_Reallocation From Dept,3109,
518,Mount Hope Park,City of Boston,A97,3,Roslindale,0.1092459,464 Mt Hope Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 4,14,
519,Oak Square I,City of Boston,A97,1,Allston-Brighton,0.23433381,427 Faneuil Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,PARK_Maintenance_Region 4,217,
520,Henry Square,City of Boston,A97,1,Dorchester,0.05217643,Btwn Adams St and Gallivan Blvd,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,Private+BPRD,X,X,"Andrew Henry Square, Adams Square",BPRD,PARK_Maintenance_Region 2,008,
521,Melnea A. Cass Recreational Complex,Commonwealth of Massachusetts,A97,3,Roxbury,2.58263465,120 Martin Luther King Jr. Blvd,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,"Melnea A. Cass Rink, Swimming Pool, and Spray Deck",DCR,INFO_Reallocation From Dept,7268,
522,Puerto Rican Veterans Memorial Park,City of Boston,,1,South End,0.13484183,W Dedham St & Washington St,Open Space District,"Malls, Squares & Plazas",NULL,DND,N,X, ,DND,INFO_Reallocate from Dept,7261,
523,East Boston Greenway Extension,Massport, ,3,East Boston,1.24227069, ,Multiple Districts,"Parks, Playgrounds & Athletic Fields", ,Massport,N,X,Mary Ellen Welch Greenway,Massport,INFO_Reallocation from Dept,7269,
524,Wood Island Bay Edge Park,Massport, ,3,East Boston,0.59879283, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Massport,N,X, ,Massport,INFO_Reallocate from Dept,7270,
525,Dearborn Street Square,City of Boston,A97,1,Roxbury,0.0293237, ,Industrial Development Area,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance,7263,
526,Babson Cookson Tract,City of Boston,A97/NHL,6,Mattapan,2.41135373, ,Residential District,Urban Wilds,BCC,BPRD,X,N, ,BCC,PARK_Maintenance_Ground Maintenance,7265,
527,Paula Titus Park,City of Boston,A97,3,Roxbury,0.18237447,66 Fort Ave,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 5,7274,
528,Watson Park,City of Boston,A97,3,South End,0.10689584,"7  Milford ST, BOSTON 02118",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,PARK_Maintenance_Region 6,7271,
529,Nonquit Street Green,City of Boston,A97,3,Dorchester,0.3404661,695 701A Dudley Street and Nonquit Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, , , ,7272,
530,Mahoney Park,City of Boston,A97,3,South Boston,0.38110158,174 West Second Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD+Community Group/Non-Profit,X,X,West 1st West 2nd Street,BPRD, ,7273,
531,Boundary I,City of Boston,A97,6,Roslindale,6.92577563, ,Residential District,Urban Wilds,BPRD,BPRD,X,X, ,NULL,INFO_Reallocation From Dept,2106,
